-1466,0.83
-1505,0.85
-1561,0.825
-1542,0.84
-1500,0.85
-1643,0.81
-1490,0.83
-1482,0.855
-1432,0.854
-1502,0.855
-1515,0.85
-1377,0.845
-1531,0.84
-1533,0.85
-1554,0.86
